Week,Activity Week Label,Activity Desc,Activity Name,Activity Type,Activity Type Name,Location Name,Start Date Time,End Date Time,Day,Staff
23,,,"MA11210/L/2/01, MT11210/L/2/01",Lecture,LECTURE,MP-0.11,30/01/2025 @ 13:00:00,30/01/2025 @ 14:00:00,Thursday,"Vellender, Adam"
23,,,"MA35210/S/1/01, MAM5220/S/1/01, PGM0910/S/1/01",Seminar,SEMINAR,HO-C4,30/01/2025 @ 13:00:00,30/01/2025 @ 14:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
23,,MA26620 PRACTICAL 2,MA26620/P/2/01,Practical,PRACTICAL,MP-3.03,30/01/2025 @ 14:00:00,30/01/2025 @ 16:00:00,Thursday,"Kenobi, Kim;<br>Jones, Patience;<br>Vellender, Adam"
23,,MA37410 LECTURE 2,MA37410/L/2/01,Lecture,LECTURE,LL-G3,30/01/2025 @ 14:00:00,30/01/2025 @ 15:00:00,Thursday,"Gohm, Rolf"
23,,,"MP11010/L/1/01, MT11010/L/1/01",Lecture,LECTURE,MP-0.15,30/01/2025 @ 14:00:00,30/01/2025 @ 15:00:00,Thursday,"Pitchford, Alexander"
23,,MA36010 LECTURE 2,MA36010/L/2/01,Lecture,LECTURE,LL-C63,30/01/2025 @ 15:00:00,30/01/2025 @ 16:00:00,Thursday,"Kiukas, Jukka"
23,,,"MA11310/L/2/01, MT11310/L/2/01",Lecture,LECTURE,EL-0.01,30/01/2025 @ 17:00:00,30/01/2025 @ 18:00:00,Thursday,"Kiukas, Jukka"
23,,,"MA37010/L/1/01, MAM7020/L/1/01",Lecture,LECTURE,EL-0.26,30/01/2025 @ 17:00:00,30/01/2025 @ 18:00:00,Thursday,"Douglas, Robert"
23,,MA15210 PRACTICAL 1,MA15210/P/1/01,Practical,PRACTICAL,VC-0.06,31/01/2025 @ 09:00:00,31/01/2025 @ 11:00:00,Friday,"Kenobi, Kim;<br>Evans, Gwion;<br>Gohm, Rolf;<br>Davies, Tudur;<br>Kiukas, Jukka"
23,,MA25710 LECTURE 1,MA25710/L/1/01,Lecture,LECTURE,EL-1.16,31/01/2025 @ 11:00:00,31/01/2025 @ 12:00:00,Friday,"Mughal, Adil"
23,,,"MA11110/L/1/01, MT11110/L/1/01",Lecture,LECTURE,EL-0.26,31/01/2025 @ 11:00:00,31/01/2025 @ 12:00:00,Friday,"Douglas, Robert"
23,,,"MA32410/L/1/01, MT32410/L/1/01",Lecture,LECTURE,LL-C64,31/01/2025 @ 11:00:00,31/01/2025 @ 12:00:00,Friday,"Evans, Gwion"
23,,MAM7020 LECTURE 3,MAM7020/L/3/01,Lecture,LECTURE,LL-C40,31/01/2025 @ 13:00:00,31/01/2025 @ 14:00:00,Friday,"Douglas, Robert"
23,,,"MA21410/L/3/01, MT21410/L/3/01",Lecture,LECTURE,LL-A6,31/01/2025 @ 14:00:00,31/01/2025 @ 15:00:00,Friday,"Douglas, Robert"
23,,MA00910 LECTURE 1,MA00910/L/1/01,Lecture,LECTURE,LL-C64,31/01/2025 @ 15:00:00,31/01/2025 @ 16:00:00,Friday,"Pitchford, Alexander"
23,,MA36010 LECTURE 1,MA36010/L/1/01,Lecture,LECTURE,MP-3.02,31/01/2025 @ 16:00:00,31/01/2025 @ 17:00:00,Friday,"Kiukas, Jukka"
23,,,"MA10720/P/2/01, MT10720/P/2/01",Practical,PRACTICAL,MP-2.00,31/01/2025 @ 16:00:00,31/01/2025 @ 18:00:00,Friday,"Cox, Simon"
23,,,"MA34210/L/2/01, MT34210/L/2/01",Lecture,LECTURE,MP-0.10,31/01/2025 @ 17:00:00,31/01/2025 @ 18:00:00,Friday,"Vellender, Adam"
24,,,"MA35210/S/1/02, MAM5220/S/1/02, PGM0910/S/1/02",Seminar,SEMINAR,VC-0.06,03/02/2025 @ 09:00:00,03/02/2025 @ 10:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,MA37410 LECTURE 1,MA37410/L/1/01,Lecture,LECTURE,LL-G3,03/02/2025 @ 10:00:00,03/02/2025 @ 11:00:00,Monday,"Gohm, Rolf"
24,,MAM5220 TUTORIAL 1,MAM5220/T/1/02,Tutorial,TUTORIAL,EL-3.34,03/02/2025 @ 10:00:00,03/02/2025 @ 11:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,,"MP11010/L/2/01, MT11010/L/2/01",Lecture,LECTURE,EL-0.26,03/02/2025 @ 10:00:00,03/02/2025 @ 11:00:00,Monday,"Pitchford, Alexander"
24,,,"MA35210/L/2/01, MAM5220/L/2/01",Lecture,LECTURE,MP-0.11,03/02/2025 @ 11:00:00,03/02/2025 @ 13:00:00,Monday,"Kenobi, Kim"
24,,MA03610 LECTURE 1,MA03610/L/1/01,Lecture,LECTURE,MP-3.02,03/02/2025 @ 12:00:00,03/02/2025 @ 13:00:00,Monday,"Peck, Daniel"
24,,MA35210 TUTORIAL 1,MA35210/T/1/07,Tutorial,TUTORIAL,LL-C63,03/02/2025 @ 13:00:00,03/02/2025 @ 14:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,,"MA11310/L/1/01, MT11310/L/1/01",Lecture,LECTURE,MP-0.10,03/02/2025 @ 13:00:00,03/02/2025 @ 14:00:00,Monday,"Kiukas, Jukka"
24,,MA35210 TUTORIAL 1,MA35210/T/1/10,Tutorial,TUTORIAL,LL-C63,03/02/2025 @ 14:00:00,03/02/2025 @ 15:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,,"MA25610/L/2/01, MT25610/L/2/01",Lecture,LECTURE,MP-0.10,03/02/2025 @ 14:00:00,03/02/2025 @ 15:00:00,Monday,"Cox, Simon"
24,,,"MA21510/L/1/01, MT21510/L/1/01",Lecture,LECTURE,MP-0.11,03/02/2025 @ 15:00:00,03/02/2025 @ 16:00:00,Monday,"Mughal, Adil"
24,,,"MA25220/L/3/01, MT25220/L/3/01",Lecture,LECTURE,LL-G3,03/02/2025 @ 16:00:00,03/02/2025 @ 17:00:00,Monday,"Davies, Tudur"
24,,MA34920 LECTURE 2,MA34920/L/2/01,Lecture,LECTURE,MP-0.11,03/02/2025 @ 17:00:00,03/02/2025 @ 18:00:00,Monday,"Cox, Simon"
24,,MA35210 TUTORIAL 1,MA35210/T/1/06,Tutorial,TUTORIAL,LL-C63,04/02/2025 @ 09:00:00,04/02/2025 @ 10:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,,"MA11210/L/1/01, MT11210/L/1/01",Lecture,LECTURE,MP-0.10,04/02/2025 @ 09:00:00,04/02/2025 @ 10:00:00,Tuesday,"Vellender, Adam"
24,,MA03610 WORKSHOP 1,MA03610/W/1/01,Workshop,WORKSHOP,LL-G3A,04/02/2025 @ 10:00:00,04/02/2025 @ 11:00:00,Tuesday,"Peck, Daniel"
24,,MA35210 TUTORIAL 1,MA35210/T/1/02,Tutorial,TUTORIAL,IP-Seminar Room 1,04/02/2025 @ 10:00:00,04/02/2025 @ 11:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,MA01020 TUTORIAL 2,MA01020/T/2/01,Tutorial,TUTORIAL,LL-G3A,04/02/2025 @ 11:00:00,04/02/2025 @ 13:00:00,Tuesday,"Pitchford, Alexander;<br>Rogers, Rosemary"
24,,MA35210 TUTORIAL 1,MA35210/T/1/03,Tutorial,TUTORIAL,MP-3.02,04/02/2025 @ 11:00:00,04/02/2025 @ 12:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,MA38310 LECTURE 1,MA38310/L/1/01,Lecture,LECTURE,MP-3.05,04/02/2025 @ 11:00:00,04/02/2025 @ 12:00:00,Tuesday,"Evans, Gwion"
24,,,"MA35210/P/3/01, MAM5220/P/3/01",Practical,PRACTICAL,GR-0.32,04/02/2025 @ 12:00:00,04/02/2025 @ 14:00:00,Tuesday,"Kenobi, Kim"
24,,,"MA25610/L/1/01, MT25610/L/1/01",Lecture,LECTURE,MP-0.10,04/02/2025 @ 13:00:00,04/02/2025 @ 14:00:00,Tuesday,"Cox, Simon"
24,,MA35210 TUTORIAL 1,MA35210/T/1/11,Tutorial,TUTORIAL,LL-C63,04/02/2025 @ 14:00:00,04/02/2025 @ 15:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,,"MA11110/L/2/01, MT11110/L/2/01",Lecture,LECTURE,LL-A6,04/02/2025 @ 14:00:00,04/02/2025 @ 15:00:00,Tuesday,"Douglas, Robert"
24,,,"MA34210/L/1/01, MT34210/L/1/01",Lecture,LECTURE,MP-0.10,04/02/2025 @ 14:00:00,04/02/2025 @ 15:00:00,Tuesday,"Vellender, Adam"
24,,MA15210 LECTURE 1,MA15210/L/1/01,Lecture,LECTURE,HO-C64,04/02/2025 @ 15:00:00,04/02/2025 @ 16:00:00,Tuesday,"Kenobi, Kim;<br>Evans, Gwion;<br>Gohm, Rolf;<br>Davies, Tudur;<br>Kiukas, Jukka"
24,,,"MA21410/L/1/01, MT21410/L/1/01",Lecture,LECTURE,MP-0.10,04/02/2025 @ 15:00:00,04/02/2025 @ 16:00:00,Tuesday,"Douglas, Robert"
24,,,"MA25220/L/2/01, MT25220/L/2/01",Lecture,LECTURE,LL-G3,04/02/2025 @ 16:00:00,04/02/2025 @ 17:00:00,Tuesday,"Davies, Tudur"
24,,,"MA37010/L/2/01, MAM7020/L/2/01",Lecture,LECTURE,MP-0.10,04/02/2025 @ 16:00:00,04/02/2025 @ 17:00:00,Tuesday,"Douglas, Robert"
24,,,"MA32410/L/2/01, MT32410/L/2/01",Lecture,LECTURE,LL-C63,04/02/2025 @ 17:00:00,04/02/2025 @ 18:00:00,Tuesday,"Evans, Gwion"
24,,MA00910 LECTURE 2,MA00910/L/2/01,Lecture,LECTURE,LL-C64,05/02/2025 @ 10:00:00,05/02/2025 @ 11:00:00,Wednesday,"Pitchford, Alexander"
24,,MA25710 LECTURE 2,MA25710/L/2/01,Lecture,LECTURE,MP-0.11,05/02/2025 @ 10:00:00,05/02/2025 @ 11:00:00,Wednesday,"Mughal, Adil"
24,,MA34920 PRACTICAL 1,MA34920/P/1/01,Practical,PRACTICAL,LL-G3,05/02/2025 @ 10:00:00,05/02/2025 @ 12:00:00,Wednesday,"Cox, Simon"
24,,MAM5220 TUTORIAL 1,MAM5220/T/1/04,Tutorial,TUTORIAL,IP-Seminar Room 1,05/02/2025 @ 12:00:00,05/02/2025 @ 13:00:00,Wednesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,,"MA21510/L/2/01, MT21510/L/2/01",Lecture,LECTURE,MP-0.11,05/02/2025 @ 12:00:00,05/02/2025 @ 13:00:00,Wednesday,"Mughal, Adil"
24,,MA38310 LECTURE 2,MA38310/L/2/01,Lecture,LECTURE,MP-3.05,06/02/2025 @ 09:00:00,06/02/2025 @ 10:00:00,Thursday,"Evans, Gwion"
24,,MAM5220 TUTORIAL 1,MAM5220/T/1/03,Tutorial,TUTORIAL,LL-C40,06/02/2025 @ 09:00:00,06/02/2025 @ 10:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,MA26620 LECTURE 2,MA26620/L/2/01,Lecture,LECTURE,VC-B1.07,06/02/2025 @ 10:00:00,06/02/2025 @ 11:00:00,Thursday,"Vellender, Adam"
24,,,"MA32410/L/3/01, MT32410/L/3/01",Lecture,LECTURE,LL-C64,06/02/2025 @ 10:00:00,06/02/2025 @ 11:00:00,Thursday,"Evans, Gwion"
24,,MA34920 LECTURE 1,MA34920/L/1/01,Lecture,LECTURE,EL-1.16,06/02/2025 @ 11:00:00,06/02/2025 @ 12:00:00,Thursday,"Cox, Simon"
24,,MA35210 TUTORIAL 1,MA35210/T/1/09,Tutorial,TUTORIAL,LL-C63,06/02/2025 @ 11:00:00,06/02/2025 @ 12:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,,"MA21410/L/2/01, MT21410/L/2/01",Lecture,LECTURE,MP-0.11,06/02/2025 @ 11:00:00,06/02/2025 @ 12:00:00,Thursday,"Douglas, Robert"
24,,MA35210 TUTORIAL 1,MA35210/T/1/05,Tutorial,TUTORIAL,MP-3.02,06/02/2025 @ 12:00:00,06/02/2025 @ 13:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,MA03610 LECTURE 2,MA03610/L/2/01,Lecture,LECTURE,MP-3.02,06/02/2025 @ 13:00:00,06/02/2025 @ 14:00:00,Thursday,"Peck, Daniel"
24,,,"MA11210/L/2/01, MT11210/L/2/01",Lecture,LECTURE,MP-0.11,06/02/2025 @ 13:00:00,06/02/2025 @ 14:00:00,Thursday,"Vellender, Adam"
24,,,"MA35210/S/1/01, MAM5220/S/1/01, PGM0910/S/1/01",Seminar,SEMINAR,HO-C4,06/02/2025 @ 13:00:00,06/02/2025 @ 14:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,MA37410 LECTURE 2,MA37410/L/2/01,Lecture,LECTURE,LL-G3,06/02/2025 @ 14:00:00,06/02/2025 @ 15:00:00,Thursday,"Gohm, Rolf"
24,,,"MP11010/L/1/01, MT11010/L/1/01",Lecture,LECTURE,MP-0.15,06/02/2025 @ 14:00:00,06/02/2025 @ 15:00:00,Thursday,"Pitchford, Alexander"
24,,MA36010 LECTURE 2,MA36010/L/2/01,Lecture,LECTURE,LL-C63,06/02/2025 @ 15:00:00,06/02/2025 @ 16:00:00,Thursday,"Kiukas, Jukka"
24,,,"MA35210/T/1/01, MAM5220/T/1/01",Tutorial,TUTORIAL,LL-B20,06/02/2025 @ 16:00:00,06/02/2025 @ 17:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,,"MA11310/L/2/01, MT11310/L/2/01",Lecture,LECTURE,EL-0.01,06/02/2025 @ 17:00:00,06/02/2025 @ 18:00:00,Thursday,"Kiukas, Jukka"
24,,,"MA37010/L/1/01, MAM7020/L/1/01",Lecture,LECTURE,EL-0.26,06/02/2025 @ 17:00:00,06/02/2025 @ 18:00:00,Thursday,"Douglas, Robert"
24,,MA15210 PRACTICAL 1,MA15210/P/1/01,Practical,PRACTICAL,VC-0.06,07/02/2025 @ 09:00:00,07/02/2025 @ 11:00:00,Friday,"Kenobi, Kim;<br>Evans, Gwion;<br>Gohm, Rolf;<br>Davies, Tudur;<br>Kiukas, Jukka"
24,,MA25710 LECTURE 1,MA25710/L/1/01,Lecture,LECTURE,EL-1.16,07/02/2025 @ 11:00:00,07/02/2025 @ 12:00:00,Friday,"Mughal, Adil"
24,,,"MA11110/L/1/01, MT11110/L/1/01",Lecture,LECTURE,EL-0.26,07/02/2025 @ 11:00:00,07/02/2025 @ 12:00:00,Friday,"Douglas, Robert"
24,,,"MA32410/L/1/01, MT32410/L/1/01",Lecture,LECTURE,LL-C64,07/02/2025 @ 11:00:00,07/02/2025 @ 12:00:00,Friday,"Evans, Gwion"
24,,MA35210 TUTORIAL 1,MA35210/T/1/08,Tutorial,TUTORIAL,LL-C63,07/02/2025 @ 12:00:00,07/02/2025 @ 13:00:00,Friday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,MA00910 PRACTICAL 1,MA00910/P/1/01,Practical,PRACTICAL,MP-3.03,07/02/2025 @ 13:00:00,07/02/2025 @ 15:00:00,Friday,"Pitchford, Alexander"
24,,MA35210 TUTORIAL 1,MA35210/T/1/04,Tutorial,TUTORIAL,LL-C65,07/02/2025 @ 13:00:00,07/02/2025 @ 14:00:00,Friday,"Kenobi, Kim;<br>Lutkins, Sylvia"
24,,MAM7020 LECTURE 3,MAM7020/L/3/01,Lecture,LECTURE,LL-C40,07/02/2025 @ 13:00:00,07/02/2025 @ 14:00:00,Friday,"Douglas, Robert"
24,,,"MA21410/L/3/01, MT21410/L/3/01",Lecture,LECTURE,LL-A6,07/02/2025 @ 14:00:00,07/02/2025 @ 15:00:00,Friday,"Douglas, Robert"
24,,MA00910 LECTURE 1,MA00910/L/1/01,Lecture,LECTURE,LL-C64,07/02/2025 @ 15:00:00,07/02/2025 @ 16:00:00,Friday,"Pitchford, Alexander"
24,,MA36010 LECTURE 1,MA36010/L/1/01,Lecture,LECTURE,MP-3.02,07/02/2025 @ 16:00:00,07/02/2025 @ 17:00:00,Friday,"Kiukas, Jukka"
24,,,"MA10720/P/2/01, MT10720/P/2/01",Practical,PRACTICAL,MP-2.00,07/02/2025 @ 16:00:00,07/02/2025 @ 18:00:00,Friday,"Cox, Simon"
24,,,"MA34210/L/2/01, MT34210/L/2/01",Lecture,LECTURE,MP-0.10,07/02/2025 @ 17:00:00,07/02/2025 @ 18:00:00,Friday,"Vellender, Adam"
25,,,"MA35210/S/1/02, MAM5220/S/1/02, PGM0910/S/1/02",Seminar,SEMINAR,VC-0.06,10/02/2025 @ 09:00:00,10/02/2025 @ 10:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,MA37410 LECTURE 1,MA37410/L/1/01,Lecture,LECTURE,LL-G3,10/02/2025 @ 10:00:00,10/02/2025 @ 11:00:00,Monday,"Gohm, Rolf"
25,,MAM5220 TUTORIAL 1,MAM5220/T/1/02,Tutorial,TUTORIAL,EL-3.34,10/02/2025 @ 10:00:00,10/02/2025 @ 11:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,,"MP11010/L/2/01, MT11010/L/2/01",Lecture,LECTURE,EL-0.26,10/02/2025 @ 10:00:00,10/02/2025 @ 11:00:00,Monday,"Pitchford, Alexander"
25,,MA03610 LECTURE 1,MA03610/L/1/01,Lecture,LECTURE,MP-3.02,10/02/2025 @ 12:00:00,10/02/2025 @ 13:00:00,Monday,"Peck, Daniel"
25,,MA35210 TUTORIAL 1,MA35210/T/1/07,Tutorial,TUTORIAL,LL-C63,10/02/2025 @ 13:00:00,10/02/2025 @ 14:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,,"MA11310/L/1/01, MT11310/L/1/01",Lecture,LECTURE,MP-0.10,10/02/2025 @ 13:00:00,10/02/2025 @ 14:00:00,Monday,"Kiukas, Jukka"
25,,MA35210 TUTORIAL 1,MA35210/T/1/10,Tutorial,TUTORIAL,LL-C63,10/02/2025 @ 14:00:00,10/02/2025 @ 15:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,,"MA25610/L/2/01, MT25610/L/2/01",Lecture,LECTURE,MP-0.10,10/02/2025 @ 14:00:00,10/02/2025 @ 15:00:00,Monday,"Cox, Simon"
25,,,"MA21510/L/1/01, MT21510/L/1/01",Lecture,LECTURE,MP-0.11,10/02/2025 @ 15:00:00,10/02/2025 @ 16:00:00,Monday,"Mughal, Adil"
25,,,"MA35210/L/1/01, MAM5220/L/1/01",Lecture,LECTURE,HO-A12,10/02/2025 @ 15:00:00,10/02/2025 @ 17:00:00,Monday,"Kenobi, Kim"
25,,,"MA25220/L/3/01, MT25220/L/3/01",Lecture,LECTURE,LL-G3,10/02/2025 @ 16:00:00,10/02/2025 @ 17:00:00,Monday,"Davies, Tudur"
25,,MA34920 LECTURE 2,MA34920/L/2/01,Lecture,LECTURE,MP-0.11,10/02/2025 @ 17:00:00,10/02/2025 @ 18:00:00,Monday,"Cox, Simon"
25,,MA35210 TUTORIAL 1,MA35210/T/1/06,Tutorial,TUTORIAL,LL-C63,11/02/2025 @ 09:00:00,11/02/2025 @ 10:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,,"MA11210/L/1/01, MT11210/L/1/01",Lecture,LECTURE,MP-0.10,11/02/2025 @ 09:00:00,11/02/2025 @ 10:00:00,Tuesday,"Vellender, Adam"
25,,MA35210 TUTORIAL 1,MA35210/T/1/02,Tutorial,TUTORIAL,IP-Seminar Room 1,11/02/2025 @ 10:00:00,11/02/2025 @ 11:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,MA01020 TUTORIAL 2,MA01020/T/2/01,Tutorial,TUTORIAL,LL-G3A,11/02/2025 @ 11:00:00,11/02/2025 @ 13:00:00,Tuesday,"Pitchford, Alexander;<br>Rogers, Rosemary"
25,,MA35210 TUTORIAL 1,MA35210/T/1/03,Tutorial,TUTORIAL,MP-3.02,11/02/2025 @ 11:00:00,11/02/2025 @ 12:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,MA38310 LECTURE 1,MA38310/L/1/01,Lecture,LECTURE,MP-3.05,11/02/2025 @ 11:00:00,11/02/2025 @ 12:00:00,Tuesday,"Evans, Gwion"
25,,,"MA35210/P/1/01, MAM5220/P/1/01",Practical,PRACTICAL,GR-0.32,11/02/2025 @ 12:00:00,11/02/2025 @ 14:00:00,Tuesday,"Kenobi, Kim"
25,,,"MA25610/L/1/01, MT25610/L/1/01",Lecture,LECTURE,MP-0.10,11/02/2025 @ 13:00:00,11/02/2025 @ 14:00:00,Tuesday,"Cox, Simon"
25,,MA35210 TUTORIAL 1,MA35210/T/1/11,Tutorial,TUTORIAL,LL-C63,11/02/2025 @ 14:00:00,11/02/2025 @ 15:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,,"MA11110/L/2/01, MT11110/L/2/01",Lecture,LECTURE,LL-A6,11/02/2025 @ 14:00:00,11/02/2025 @ 15:00:00,Tuesday,"Douglas, Robert"
25,,,"MA34210/L/1/01, MT34210/L/1/01",Lecture,LECTURE,MP-0.10,11/02/2025 @ 14:00:00,11/02/2025 @ 15:00:00,Tuesday,"Vellender, Adam"
25,,,"MA21410/L/1/01, MT21410/L/1/01",Lecture,LECTURE,MP-0.10,11/02/2025 @ 15:00:00,11/02/2025 @ 16:00:00,Tuesday,"Douglas, Robert"
25,,,"MA25220/L/2/01, MT25220/L/2/01",Lecture,LECTURE,LL-G3,11/02/2025 @ 16:00:00,11/02/2025 @ 17:00:00,Tuesday,"Davies, Tudur"
25,,,"MA37010/L/2/01, MAM7020/L/2/01",Lecture,LECTURE,MP-0.10,11/02/2025 @ 16:00:00,11/02/2025 @ 17:00:00,Tuesday,"Douglas, Robert"
25,,,"MA32410/L/2/01, MT32410/L/2/01",Lecture,LECTURE,LL-C63,11/02/2025 @ 17:00:00,11/02/2025 @ 18:00:00,Tuesday,"Evans, Gwion"
25,,FBaPS - RESEARCH COMMITTEE - GLENWEN MORGANS gsm,XS1/2 FBaPS RESEARCH JM MP-2.04,Booking,BOOKING,MP-2.04,12/02/2025 @ 10:00:00,12/02/2025 @ 11:00:00,Wednesday,
25,,MA00910 LECTURE 2,MA00910/L/2/01,Lecture,LECTURE,LL-C64,12/02/2025 @ 10:00:00,12/02/2025 @ 11:00:00,Wednesday,"Pitchford, Alexander"
25,,MA25710 LECTURE 2,MA25710/L/2/01,Lecture,LECTURE,MP-0.11,12/02/2025 @ 10:00:00,12/02/2025 @ 11:00:00,Wednesday,"Mughal, Adil"
25,,MA34920 PRACTICAL 2,MA34920/P/2/01,Practical,PRACTICAL,MP-3.03,12/02/2025 @ 10:00:00,12/02/2025 @ 12:00:00,Wednesday,"Cox, Simon"
25,,MAM5220 TUTORIAL 1,MAM5220/T/1/04,Tutorial,TUTORIAL,IP-Seminar Room 1,12/02/2025 @ 12:00:00,12/02/2025 @ 13:00:00,Wednesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,,"MA21510/L/2/01, MT21510/L/2/01",Lecture,LECTURE,MP-0.11,12/02/2025 @ 12:00:00,12/02/2025 @ 13:00:00,Wednesday,"Mughal, Adil"
25,,FBaPS - FACULTY EXECUTIVE - GLENWEN MORGANS gsm,XS1/2 FBaPS EXEC JM MP-2.04,Booking,BOOKING,MP-2.04,13/02/2025 @ 09:00:00,13/02/2025 @ 11:00:00,Thursday,
25,,MA38310 LECTURE 2,MA38310/L/2/01,Lecture,LECTURE,MP-3.05,13/02/2025 @ 09:00:00,13/02/2025 @ 10:00:00,Thursday,"Evans, Gwion"
25,,MAM5220 TUTORIAL 1,MAM5220/T/1/03,Tutorial,TUTORIAL,LL-C40,13/02/2025 @ 09:00:00,13/02/2025 @ 10:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,MA26620 LECTURE 2,MA26620/L/2/01,Lecture,LECTURE,VC-B1.07,13/02/2025 @ 10:00:00,13/02/2025 @ 11:00:00,Thursday,"Vellender, Adam"
25,,,"MA32410/L/3/01, MT32410/L/3/01",Lecture,LECTURE,LL-C64,13/02/2025 @ 10:00:00,13/02/2025 @ 11:00:00,Thursday,"Evans, Gwion"
25,,MA34920 LECTURE 1,MA34920/L/1/01,Lecture,LECTURE,EL-1.16,13/02/2025 @ 11:00:00,13/02/2025 @ 12:00:00,Thursday,"Cox, Simon"
25,,MA35210 TUTORIAL 1,MA35210/T/1/09,Tutorial,TUTORIAL,LL-C63,13/02/2025 @ 11:00:00,13/02/2025 @ 12:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,,"MA21410/L/2/01, MT21410/L/2/01",Lecture,LECTURE,MP-0.11,13/02/2025 @ 11:00:00,13/02/2025 @ 12:00:00,Thursday,"Douglas, Robert"
25,,MA35210 TUTORIAL 1,MA35210/T/1/05,Tutorial,TUTORIAL,MP-3.02,13/02/2025 @ 12:00:00,13/02/2025 @ 13:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,MA03610 LECTURE 2,MA03610/L/2/01,Lecture,LECTURE,MP-3.02,13/02/2025 @ 13:00:00,13/02/2025 @ 14:00:00,Thursday,"Peck, Daniel"
25,,,"MA11210/L/2/01, MT11210/L/2/01",Lecture,LECTURE,MP-0.11,13/02/2025 @ 13:00:00,13/02/2025 @ 14:00:00,Thursday,"Vellender, Adam"
25,,,"MA35210/S/1/01, MAM5220/S/1/01, PGM0910/S/1/01",Seminar,SEMINAR,HO-C4,13/02/2025 @ 13:00:00,13/02/2025 @ 14:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,MA26620 PRACTICAL 2,MA26620/P/2/01,Practical,PRACTICAL,MP-3.03,13/02/2025 @ 14:00:00,13/02/2025 @ 16:00:00,Thursday,"Kenobi, Kim;<br>Jones, Patience;<br>Vellender, Adam"
25,,MA37410 LECTURE 2,MA37410/L/2/01,Lecture,LECTURE,LL-G3,13/02/2025 @ 14:00:00,13/02/2025 @ 15:00:00,Thursday,"Gohm, Rolf"
25,,,"MP11010/L/1/01, MT11010/L/1/01",Lecture,LECTURE,MP-0.15,13/02/2025 @ 14:00:00,13/02/2025 @ 15:00:00,Thursday,"Pitchford, Alexander"
25,,MA36010 LECTURE 2,MA36010/L/2/01,Lecture,LECTURE,LL-C63,13/02/2025 @ 15:00:00,13/02/2025 @ 16:00:00,Thursday,"Kiukas, Jukka"
25,,MT21410 SEMINAR 1,MT21410/S/1/01,Seminar,SEMINAR,MP-3.05,13/02/2025 @ 16:00:00,13/02/2025 @ 17:00:00,Thursday,"Evans, Gwion"
25,,,"MA35210/T/1/01, MAM5220/T/1/01",Tutorial,TUTORIAL,LL-B20,13/02/2025 @ 16:00:00,13/02/2025 @ 17:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,,"MA11310/L/2/01, MT11310/L/2/01",Lecture,LECTURE,EL-0.01,13/02/2025 @ 17:00:00,13/02/2025 @ 18:00:00,Thursday,"Kiukas, Jukka"
25,,,"MA37010/L/1/01, MAM7020/L/1/01",Lecture,LECTURE,EL-0.26,13/02/2025 @ 17:00:00,13/02/2025 @ 18:00:00,Thursday,"Douglas, Robert"
25,,MA11310 TUTORIAL 1,MA11310/T/1/01,Tutorial,TUTORIAL,MP-3.05,14/02/2025 @ 09:00:00,14/02/2025 @ 10:00:00,Friday,"Jones, Patience"
