Week,Activity Week Label,Activity Desc,Activity Name,Activity Type,Activity Type Name,Location Name,Start Date Time,End Date Time,Day,Staff
25,,MA15210 PRACTICAL 1,MA15210/P/1/01,Practical,PRACTICAL,VC-0.06,14/02/2025 @ 09:00:00,14/02/2025 @ 11:00:00,Friday,"Kenobi, Kim;<br>Evans, Gwion;<br>Gohm, Rolf;<br>Davies, Tudur;<br>Kiukas, Jukka"
25,,MA25710 LECTURE 1,MA25710/L/1/01,Lecture,LECTURE,EL-1.16,14/02/2025 @ 11:00:00,14/02/2025 @ 12:00:00,Friday,"Mughal, Adil"
25,,,"MA11110/L/1/01, MT11110/L/1/01",Lecture,LECTURE,EL-0.26,14/02/2025 @ 11:00:00,14/02/2025 @ 12:00:00,Friday,"Douglas, Robert"
25,,,"MA32410/L/1/01, MT32410/L/1/01",Lecture,LECTURE,LL-C64,14/02/2025 @ 11:00:00,14/02/2025 @ 12:00:00,Friday,"Evans, Gwion"
25,,MA11310 TUTORIAL 1,MA11310/T/1/02,Tutorial,TUTORIAL,EL-1.16,14/02/2025 @ 12:00:00,14/02/2025 @ 13:00:00,Friday,"Jones, Patience"
25,,MA35210 TUTORIAL 1,MA35210/T/1/08,Tutorial,TUTORIAL,LL-C63,14/02/2025 @ 12:00:00,14/02/2025 @ 13:00:00,Friday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,MA11310 TUTORIAL 1,MA11310/T/1/03,Tutorial,TUTORIAL,MP-3.05,14/02/2025 @ 13:00:00,14/02/2025 @ 14:00:00,Friday,"Jones, Patience"
25,,MA11310 TUTORIAL 1,MA11310/T/1/04,Tutorial,TUTORIAL,CL-0.21,14/02/2025 @ 13:00:00,14/02/2025 @ 14:00:00,Friday,"Kiukas, Jukka"
25,,MA35210 TUTORIAL 1,MA35210/T/1/04,Tutorial,TUTORIAL,LL-C65,14/02/2025 @ 13:00:00,14/02/2025 @ 14:00:00,Friday,"Kenobi, Kim;<br>Lutkins, Sylvia"
25,,MAM7020 LECTURE 3,MAM7020/L/3/01,Lecture,LECTURE,LL-C40,14/02/2025 @ 13:00:00,14/02/2025 @ 14:00:00,Friday,"Douglas, Robert"
25,,MT11310 TUTORIAL 1,MT11310/T/1/01,Tutorial,TUTORIAL,LL-C40,14/02/2025 @ 14:00:00,14/02/2025 @ 15:00:00,Friday,"Jones, David"
25,,,"MA21410/L/3/01, MT21410/L/3/01",Lecture,LECTURE,LL-A6,14/02/2025 @ 14:00:00,14/02/2025 @ 15:00:00,Friday,"Douglas, Robert"
25,,MA00910 LECTURE 1,MA00910/L/1/01,Lecture,LECTURE,LL-C64,14/02/2025 @ 15:00:00,14/02/2025 @ 16:00:00,Friday,"Pitchford, Alexander"
25,,MA36010 LECTURE 1,MA36010/L/1/01,Lecture,LECTURE,MP-3.02,14/02/2025 @ 16:00:00,14/02/2025 @ 17:00:00,Friday,"Kiukas, Jukka"
25,,,"MA10720/P/2/01, MT10720/P/2/01",Practical,PRACTICAL,MP-2.00,14/02/2025 @ 16:00:00,14/02/2025 @ 18:00:00,Friday,"Cox, Simon"
25,,,"MA34210/L/2/01, MT34210/L/2/01",Lecture,LECTURE,MP-0.10,14/02/2025 @ 17:00:00,14/02/2025 @ 18:00:00,Friday,"Vellender, Adam"
26,,MP11010 TUTORIAL 1,MP11010/T/1/08,Tutorial,TUTORIAL,LL-C65,17/02/2025 @ 09:00:00,17/02/2025 @ 10:00:00,Monday,"Rogers, Rosemary"
26,,MT11010 TUTORIAL 1,MT11010/T/1/01,Tutorial,TUTORIAL,EL-3.34,17/02/2025 @ 09:00:00,17/02/2025 @ 10:00:00,Monday,"Davies, Tudur"
26,,,"MA35210/S/1/02, MAM5220/S/1/02, PGM0910/S/1/02",Seminar,SEMINAR,VC-0.06,17/02/2025 @ 09:00:00,17/02/2025 @ 10:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,MA37410 LECTURE 1,MA37410/L/1/01,Lecture,LECTURE,LL-G3,17/02/2025 @ 10:00:00,17/02/2025 @ 11:00:00,Monday,"Gohm, Rolf"
26,,MAM5220 TUTORIAL 1,MAM5220/T/1/02,Tutorial,TUTORIAL,EL-3.34,17/02/2025 @ 10:00:00,17/02/2025 @ 11:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,,"MP11010/L/2/01, MT11010/L/2/01",Lecture,LECTURE,EL-0.26,17/02/2025 @ 10:00:00,17/02/2025 @ 11:00:00,Monday,"Pitchford, Alexander"
26,,MP11010 TUTORIAL 1,MP11010/T/1/01,Tutorial,TUTORIAL,MP-3.02,17/02/2025 @ 11:00:00,17/02/2025 @ 12:00:00,Monday,"Pitchford, Alexander"
26,,MA03610 LECTURE 1,MA03610/L/1/01,Lecture,LECTURE,MP-3.02,17/02/2025 @ 12:00:00,17/02/2025 @ 13:00:00,Monday,"Peck, Daniel"
26,,MP11010 TUTORIAL 1,MP11010/T/1/02,Tutorial,TUTORIAL,MP-3.05,17/02/2025 @ 12:00:00,17/02/2025 @ 13:00:00,Monday,"Rogers, Rosemary"
26,,MA35210 TUTORIAL 1,MA35210/T/1/07,Tutorial,TUTORIAL,LL-C63,17/02/2025 @ 13:00:00,17/02/2025 @ 14:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,MP11010 TUTORIAL 1,MP11010/T/1/03,Tutorial,TUTORIAL,MP-3.02,17/02/2025 @ 13:00:00,17/02/2025 @ 14:00:00,Monday,"Bufton, Zac"
26,,,"MA11310/L/1/01, MT11310/L/1/01",Lecture,LECTURE,MP-0.10,17/02/2025 @ 13:00:00,17/02/2025 @ 14:00:00,Monday,"Kiukas, Jukka"
26,,MA35210 TUTORIAL 1,MA35210/T/1/10,Tutorial,TUTORIAL,LL-C63,17/02/2025 @ 14:00:00,17/02/2025 @ 15:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,MP11010 TUTORIAL 1,MP11010/T/1/04,Tutorial,TUTORIAL,MP-3.05,17/02/2025 @ 14:00:00,17/02/2025 @ 15:00:00,Monday,"Bufton, Zac"
26,,,"MA25610/L/2/01, MT25610/L/2/01",Lecture,LECTURE,MP-0.10,17/02/2025 @ 14:00:00,17/02/2025 @ 15:00:00,Monday,"Cox, Simon"
26,,MP11010 TUTORIAL 1,MP11010/T/1/05,Tutorial,TUTORIAL,MP-3.05,17/02/2025 @ 15:00:00,17/02/2025 @ 16:00:00,Monday,"Gwynne, Martyn"
26,,,"MA21510/L/1/01, MT21510/L/1/01",Lecture,LECTURE,MP-0.11,17/02/2025 @ 15:00:00,17/02/2025 @ 16:00:00,Monday,"Mughal, Adil"
26,,,"MA35210/L/1/01, MAM5220/L/1/01",Lecture,LECTURE,HO-A12,17/02/2025 @ 15:00:00,17/02/2025 @ 17:00:00,Monday,"Kenobi, Kim"
26,,MP11010 TUTORIAL 1,MP11010/T/1/06,Tutorial,TUTORIAL,MP-3.05,17/02/2025 @ 16:00:00,17/02/2025 @ 17:00:00,Monday,"Gwynne, Martyn"
26,,MA34920 LECTURE 2,MA34920/L/2/01,Lecture,LECTURE,MP-0.11,17/02/2025 @ 17:00:00,17/02/2025 @ 18:00:00,Monday,"Cox, Simon"
26,,MP11010 TUTORIAL 1,MP11010/T/1/07,Tutorial,TUTORIAL,LL-C65,17/02/2025 @ 17:00:00,17/02/2025 @ 18:00:00,Monday,"Rogers, Rosemary"
26,,MT32410 TUTORIAL 1,MT32410/T/1/01,Tutorial,TUTORIAL,MP-3.02,17/02/2025 @ 17:00:00,17/02/2025 @ 18:00:00,Monday,"Evans, Gwion"
26,,MA35210 TUTORIAL 1,MA35210/T/1/06,Tutorial,TUTORIAL,LL-C63,18/02/2025 @ 09:00:00,18/02/2025 @ 10:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,,"MA11210/L/1/01, MT11210/L/1/01",Lecture,LECTURE,MP-0.10,18/02/2025 @ 09:00:00,18/02/2025 @ 10:00:00,Tuesday,"Vellender, Adam"
26,,MA03610 WORKSHOP 1,MA03610/W/1/01,Workshop,WORKSHOP,LL-G3A,18/02/2025 @ 10:00:00,18/02/2025 @ 11:00:00,Tuesday,"Peck, Daniel"
26,,MA35210 TUTORIAL 1,MA35210/T/1/02,Tutorial,TUTORIAL,IP-Seminar Room 1,18/02/2025 @ 10:00:00,18/02/2025 @ 11:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,MA01020 TUTORIAL 2,MA01020/T/2/01,Tutorial,TUTORIAL,LL-G3A,18/02/2025 @ 11:00:00,18/02/2025 @ 13:00:00,Tuesday,"Pitchford, Alexander;<br>Rogers, Rosemary"
26,,MA35210 TUTORIAL 1,MA35210/T/1/03,Tutorial,TUTORIAL,MP-3.02,18/02/2025 @ 11:00:00,18/02/2025 @ 12:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,MA38310 LECTURE 1,MA38310/L/1/01,Lecture,LECTURE,MP-3.05,18/02/2025 @ 11:00:00,18/02/2025 @ 12:00:00,Tuesday,"Evans, Gwion"
26,,,"MA35210/P/1/01, MAM5220/P/1/01",Practical,PRACTICAL,GR-0.32,18/02/2025 @ 12:00:00,18/02/2025 @ 14:00:00,Tuesday,"Kenobi, Kim"
26,,MA00910 TUTORIAL 1,MA00910/T/1/01,Tutorial,TUTORIAL,LL-B20,18/02/2025 @ 13:00:00,18/02/2025 @ 14:00:00,Tuesday,"Pitchford, Alexander"
26,,,"MA25610/L/1/01, MT25610/L/1/01",Lecture,LECTURE,MP-0.10,18/02/2025 @ 13:00:00,18/02/2025 @ 14:00:00,Tuesday,"Cox, Simon"
26,,MA35210 TUTORIAL 1,MA35210/T/1/11,Tutorial,TUTORIAL,LL-C63,18/02/2025 @ 14:00:00,18/02/2025 @ 15:00:00,Tuesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,,"MA11110/L/2/01, MT11110/L/2/01",Lecture,LECTURE,LL-A6,18/02/2025 @ 14:00:00,18/02/2025 @ 15:00:00,Tuesday,"Douglas, Robert"
26,,,"MA34210/L/1/01, MT34210/L/1/01",Lecture,LECTURE,MP-0.10,18/02/2025 @ 14:00:00,18/02/2025 @ 15:00:00,Tuesday,"Vellender, Adam"
26,,MA15210 LECTURE 1,MA15210/L/1/01,Lecture,LECTURE,HO-C64,18/02/2025 @ 15:00:00,18/02/2025 @ 16:00:00,Tuesday,"Kenobi, Kim;<br>Evans, Gwion;<br>Gohm, Rolf;<br>Davies, Tudur;<br>Kiukas, Jukka"
26,,,"MA21410/L/1/01, MT21410/L/1/01",Lecture,LECTURE,MP-0.10,18/02/2025 @ 15:00:00,18/02/2025 @ 16:00:00,Tuesday,"Douglas, Robert"
26,,,"MA25220/L/2/01, MT25220/L/2/01",Lecture,LECTURE,LL-G3,18/02/2025 @ 16:00:00,18/02/2025 @ 17:00:00,Tuesday,"Davies, Tudur"
26,,,"MA37010/L/2/01, MAM7020/L/2/01",Lecture,LECTURE,MP-0.10,18/02/2025 @ 16:00:00,18/02/2025 @ 17:00:00,Tuesday,"Douglas, Robert"
26,,,"MA32410/L/2/01, MT32410/L/2/01",Lecture,LECTURE,LL-C63,18/02/2025 @ 17:00:00,18/02/2025 @ 18:00:00,Tuesday,"Evans, Gwion"
26,,MA00910 LECTURE 2,MA00910/L/2/01,Lecture,LECTURE,LL-C64,19/02/2025 @ 10:00:00,19/02/2025 @ 11:00:00,Wednesday,"Pitchford, Alexander"
26,,MA25710 LECTURE 2,MA25710/L/2/01,Lecture,LECTURE,MP-0.11,19/02/2025 @ 10:00:00,19/02/2025 @ 11:00:00,Wednesday,"Mughal, Adil"
26,,MA34920 PRACTICAL 2,MA34920/P/2/01,Practical,PRACTICAL,MP-3.03,19/02/2025 @ 10:00:00,19/02/2025 @ 12:00:00,Wednesday,"Cox, Simon"
26,,MAM5220 TUTORIAL 1,MAM5220/T/1/04,Tutorial,TUTORIAL,IP-Seminar Room 1,19/02/2025 @ 12:00:00,19/02/2025 @ 13:00:00,Wednesday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,,"MA21510/L/2/01, MT21510/L/2/01",Lecture,LECTURE,MP-0.11,19/02/2025 @ 12:00:00,19/02/2025 @ 13:00:00,Wednesday,"Mughal, Adil"
26,,MA38310 LECTURE 2,MA38310/L/2/01,Lecture,LECTURE,MP-3.05,20/02/2025 @ 09:00:00,20/02/2025 @ 10:00:00,Thursday,"Evans, Gwion"
26,,MAM5220 TUTORIAL 1,MAM5220/T/1/03,Tutorial,TUTORIAL,LL-C40,20/02/2025 @ 09:00:00,20/02/2025 @ 10:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,MA26620 LECTURE 2,MA26620/L/2/01,Lecture,LECTURE,VC-B1.07,20/02/2025 @ 10:00:00,20/02/2025 @ 11:00:00,Thursday,"Vellender, Adam"
26,,,"MA32410/L/3/01, MT32410/L/3/01",Lecture,LECTURE,LL-C64,20/02/2025 @ 10:00:00,20/02/2025 @ 11:00:00,Thursday,"Evans, Gwion"
26,,MA34920 LECTURE 1,MA34920/L/1/01,Lecture,LECTURE,EL-1.16,20/02/2025 @ 11:00:00,20/02/2025 @ 12:00:00,Thursday,"Cox, Simon"
26,,MA35210 TUTORIAL 1,MA35210/T/1/09,Tutorial,TUTORIAL,LL-C63,20/02/2025 @ 11:00:00,20/02/2025 @ 12:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,,"MA21410/L/2/01, MT21410/L/2/01",Lecture,LECTURE,MP-0.11,20/02/2025 @ 11:00:00,20/02/2025 @ 12:00:00,Thursday,"Douglas, Robert"
26,,MA35210 TUTORIAL 1,MA35210/T/1/05,Tutorial,TUTORIAL,MP-3.02,20/02/2025 @ 12:00:00,20/02/2025 @ 13:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,MA03610 LECTURE 2,MA03610/L/2/01,Lecture,LECTURE,MP-3.02,20/02/2025 @ 13:00:00,20/02/2025 @ 14:00:00,Thursday,"Peck, Daniel"
26,,,"MA11210/L/2/01, MT11210/L/2/01",Lecture,LECTURE,MP-0.11,20/02/2025 @ 13:00:00,20/02/2025 @ 14:00:00,Thursday,"Vellender, Adam"
26,,,"MA35210/S/1/01, MAM5220/S/1/01, PGM0910/S/1/01",Seminar,SEMINAR,HO-C4,20/02/2025 @ 13:00:00,20/02/2025 @ 14:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,MA37410 LECTURE 2,MA37410/L/2/01,Lecture,LECTURE,LL-G3,20/02/2025 @ 14:00:00,20/02/2025 @ 15:00:00,Thursday,"Gohm, Rolf"
26,,,"MP11010/L/1/01, MT11010/L/1/01",Lecture,LECTURE,MP-0.15,20/02/2025 @ 14:00:00,20/02/2025 @ 15:00:00,Thursday,"Pitchford, Alexander"
26,,MA36010 LECTURE 2,MA36010/L/2/01,Lecture,LECTURE,LL-C63,20/02/2025 @ 15:00:00,20/02/2025 @ 16:00:00,Thursday,"Kiukas, Jukka"
26,,,"MA25220/P/2/01, MT25220/P/2/01",Practical,PRACTICAL,MP-3.03,20/02/2025 @ 15:00:00,20/02/2025 @ 17:00:00,Thursday,"Davies, Tudur"
26,,,"MA35210/T/1/01, MAM5220/T/1/01",Tutorial,TUTORIAL,LL-B20,20/02/2025 @ 16:00:00,20/02/2025 @ 17:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,,"MA11310/L/2/01, MT11310/L/2/01",Lecture,LECTURE,EL-0.01,20/02/2025 @ 17:00:00,20/02/2025 @ 18:00:00,Thursday,"Kiukas, Jukka"
26,,,"MA37010/L/1/01, MAM7020/L/1/01",Lecture,LECTURE,EL-0.26,20/02/2025 @ 17:00:00,20/02/2025 @ 18:00:00,Thursday,"Douglas, Robert"
26,,MA11210 TUTORIAL 1,MA11210/T/1/01,Tutorial,TUTORIAL,MP-3.05,21/02/2025 @ 09:00:00,21/02/2025 @ 10:00:00,Friday,"Bufton, Zac"
26,,MA15210 PRACTICAL 1,MA15210/P/1/01,Practical,PRACTICAL,VC-0.06,21/02/2025 @ 09:00:00,21/02/2025 @ 11:00:00,Friday,"Kenobi, Kim;<br>Evans, Gwion;<br>Gohm, Rolf;<br>Davies, Tudur;<br>Kiukas, Jukka"
26,,MA25710 LECTURE 1,MA25710/L/1/01,Lecture,LECTURE,EL-1.16,21/02/2025 @ 11:00:00,21/02/2025 @ 12:00:00,Friday,"Mughal, Adil"
26,,,"MA11110/L/1/01, MT11110/L/1/01",Lecture,LECTURE,EL-0.26,21/02/2025 @ 11:00:00,21/02/2025 @ 12:00:00,Friday,"Douglas, Robert"
26,,,"MA32410/L/1/01, MT32410/L/1/01",Lecture,LECTURE,LL-C64,21/02/2025 @ 11:00:00,21/02/2025 @ 12:00:00,Friday,"Evans, Gwion"
26,,MA11210 TUTORIAL 1,MA11210/T/1/02,Tutorial,TUTORIAL,MP-3.05,21/02/2025 @ 12:00:00,21/02/2025 @ 13:00:00,Friday,"Bufton, Zac"
26,,MA35210 TUTORIAL 1,MA35210/T/1/08,Tutorial,TUTORIAL,LL-C63,21/02/2025 @ 12:00:00,21/02/2025 @ 13:00:00,Friday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,MA11210 TUTORIAL 1,MA11210/T/1/03,Tutorial,TUTORIAL,MP-3.05,21/02/2025 @ 13:00:00,21/02/2025 @ 14:00:00,Friday,"Bufton, Zac"
26,,MA35210 TUTORIAL 1,MA35210/T/1/04,Tutorial,TUTORIAL,LL-C65,21/02/2025 @ 13:00:00,21/02/2025 @ 14:00:00,Friday,"Kenobi, Kim;<br>Lutkins, Sylvia"
26,,MAM7020 LECTURE 3,MAM7020/L/3/01,Lecture,LECTURE,LL-C40,21/02/2025 @ 13:00:00,21/02/2025 @ 14:00:00,Friday,"Douglas, Robert"
26,,MT11210 TUTORIAL 1,MT11210/T/1/01,Tutorial,TUTORIAL,EL-3.34,21/02/2025 @ 13:00:00,21/02/2025 @ 14:00:00,Friday,"Evans, Gwion"
26,,MA11210 TUTORIAL 1,MA11210/T/1/04,Tutorial,TUTORIAL,MP-3.05,21/02/2025 @ 14:00:00,21/02/2025 @ 15:00:00,Friday,"Vellender, Adam"
26,,,"MA21410/L/3/01, MT21410/L/3/01",Lecture,LECTURE,LL-A6,21/02/2025 @ 14:00:00,21/02/2025 @ 15:00:00,Friday,"Douglas, Robert"
26,,MA00910 LECTURE 1,MA00910/L/1/01,Lecture,LECTURE,LL-C64,21/02/2025 @ 15:00:00,21/02/2025 @ 16:00:00,Friday,"Pitchford, Alexander"
26,,MA36010 LECTURE 1,MA36010/L/1/01,Lecture,LECTURE,MP-3.02,21/02/2025 @ 16:00:00,21/02/2025 @ 17:00:00,Friday,"Kiukas, Jukka"
26,,,"MA10720/P/2/01, MT10720/P/2/01",Practical,PRACTICAL,MP-2.00,21/02/2025 @ 16:00:00,21/02/2025 @ 18:00:00,Friday,"Cox, Simon"
26,,,"MA34210/L/2/01, MT34210/L/2/01",Lecture,LECTURE,MP-0.10,21/02/2025 @ 17:00:00,21/02/2025 @ 18:00:00,Friday,"Vellender, Adam"
27,,,"MA35210/S/1/02, MAM5220/S/1/02, PGM0910/S/1/02",Seminar,SEMINAR,VC-0.06,24/02/2025 @ 09:00:00,24/02/2025 @ 10:00:00,Monday,"Kenobi, Kim;<br>Lutkins, Sylvia"
27,,MA37410 LECTURE 1,MA37410/L/1/01,Lecture,LECTURE,LL-G3,24/02/2025 @ 10:00:00,24/02/2025 @ 11:00:00,Monday,"Gohm, Rolf"
27,,,"MP11010/L/2/01, MT11010/L/2/01",Lecture,LECTURE,EL-0.26,24/02/2025 @ 10:00:00,24/02/2025 @ 11:00:00,Monday,"Pitchford, Alexander"
27,,MA11110 TUTORIAL 1,MA11110/T/1/01,Tutorial,TUTORIAL,MP-3.05,24/02/2025 @ 11:00:00,24/02/2025 @ 12:00:00,Monday,"Bufton, Zac"
27,,MA03610 LECTURE 1,MA03610/L/1/01,Lecture,LECTURE,MP-3.02,24/02/2025 @ 12:00:00,24/02/2025 @ 13:00:00,Monday,"Peck, Daniel"
27,,MA11110 TUTORIAL 1,MA11110/T/1/03,Tutorial,TUTORIAL,MP-3.05,24/02/2025 @ 12:00:00,24/02/2025 @ 13:00:00,Monday,"Bufton, Zac"
27,,,"MA11310/L/1/01, MT11310/L/1/01",Lecture,LECTURE,MP-0.10,24/02/2025 @ 13:00:00,24/02/2025 @ 14:00:00,Monday,"Kiukas, Jukka"
27,,MA11110 TUTORIAL 1,MA11110/T/1/04,Tutorial,TUTORIAL,MP-3.05,24/02/2025 @ 14:00:00,24/02/2025 @ 15:00:00,Monday,"Bufton, Zac"
27,,,"MA25610/L/2/01, MT25610/L/2/01",Lecture,LECTURE,MP-0.10,24/02/2025 @ 14:00:00,24/02/2025 @ 15:00:00,Monday,"Cox, Simon"
27,,MA11110 TUTORIAL 1,MA11110/T/1/02,Tutorial,TUTORIAL,LL-C65,24/02/2025 @ 15:00:00,24/02/2025 @ 16:00:00,Monday,"Douglas, Robert"
27,,MT11110 TUTORIAL 1,MT11110/T/1/01,Tutorial,TUTORIAL,MP-3.05,24/02/2025 @ 15:00:00,24/02/2025 @ 16:00:00,Monday,"Evans, Gwion"
27,,,"MA21510/L/1/01, MT21510/L/1/01",Lecture,LECTURE,MP-0.11,24/02/2025 @ 15:00:00,24/02/2025 @ 16:00:00,Monday,"Mughal, Adil"
27,,,"MA35210/L/1/01, MAM5220/L/1/01",Lecture,LECTURE,HO-A12,24/02/2025 @ 15:00:00,24/02/2025 @ 17:00:00,Monday,"Kenobi, Kim"
27,,,"MA25220/L/3/01, MT25220/L/3/01",Lecture,LECTURE,LL-G3,24/02/2025 @ 16:00:00,24/02/2025 @ 17:00:00,Monday,"Davies, Tudur"
27,,MA34920 LECTURE 2,MA34920/L/2/01,Lecture,LECTURE,MP-0.11,24/02/2025 @ 17:00:00,24/02/2025 @ 18:00:00,Monday,"Cox, Simon"
27,,,"MA11210/L/1/01, MT11210/L/1/01",Lecture,LECTURE,MP-0.10,25/02/2025 @ 09:00:00,25/02/2025 @ 10:00:00,Tuesday,"Vellender, Adam"
27,,MA01020 TUTORIAL 2,MA01020/T/2/01,Tutorial,TUTORIAL,LL-G3A,25/02/2025 @ 11:00:00,25/02/2025 @ 13:00:00,Tuesday,"Pitchford, Alexander;<br>Rogers, Rosemary"
27,,MA38310 LECTURE 1,MA38310/L/1/01,Lecture,LECTURE,MP-3.05,25/02/2025 @ 11:00:00,25/02/2025 @ 12:00:00,Tuesday,"Evans, Gwion"
27,,,"MA35210/P/1/01, MAM5220/P/1/01",Practical,PRACTICAL,GR-0.32,25/02/2025 @ 12:00:00,25/02/2025 @ 14:00:00,Tuesday,"Kenobi, Kim"
27,,,"MA25610/L/1/01, MT25610/L/1/01",Lecture,LECTURE,MP-0.10,25/02/2025 @ 13:00:00,25/02/2025 @ 14:00:00,Tuesday,"Cox, Simon"
27,,,"MA11110/L/2/01, MT11110/L/2/01",Lecture,LECTURE,LL-A6,25/02/2025 @ 14:00:00,25/02/2025 @ 15:00:00,Tuesday,"Douglas, Robert"
27,,,"MA34210/L/1/01, MT34210/L/1/01",Lecture,LECTURE,MP-0.10,25/02/2025 @ 14:00:00,25/02/2025 @ 15:00:00,Tuesday,"Vellender, Adam"
27,,,"MA21410/L/1/01, MT21410/L/1/01",Lecture,LECTURE,MP-0.10,25/02/2025 @ 15:00:00,25/02/2025 @ 16:00:00,Tuesday,"Douglas, Robert"
27,,,"MA25220/L/2/01, MT25220/L/2/01",Lecture,LECTURE,LL-G3,25/02/2025 @ 16:00:00,25/02/2025 @ 17:00:00,Tuesday,"Davies, Tudur"
27,,,"MA37010/L/2/01, MAM7020/L/2/01",Lecture,LECTURE,MP-0.10,25/02/2025 @ 16:00:00,25/02/2025 @ 17:00:00,Tuesday,"Douglas, Robert"
27,,MT25610 TUTORIAL 1,MT25610/T/1/01,Tutorial,TUTORIAL,MP-3.02,25/02/2025 @ 17:00:00,25/02/2025 @ 18:00:00,Tuesday,"Davies, Tudur"
27,,,"MA32410/L/2/01, MT32410/L/2/01",Lecture,LECTURE,LL-C63,25/02/2025 @ 17:00:00,25/02/2025 @ 18:00:00,Tuesday,"Evans, Gwion"
27,,FBaPS - RESEARCH COMMITTEE - GLENWEN MORGANS gsm,XS1/2 FBaPS RESEARCH JM MP-2.04,Booking,BOOKING,MP-2.04,26/02/2025 @ 10:00:00,26/02/2025 @ 11:00:00,Wednesday,
27,,MA00910 LECTURE 2,MA00910/L/2/01,Lecture,LECTURE,LL-C64,26/02/2025 @ 10:00:00,26/02/2025 @ 11:00:00,Wednesday,"Pitchford, Alexander"
27,,MA25710 LECTURE 2,MA25710/L/2/01,Lecture,LECTURE,MP-0.11,26/02/2025 @ 10:00:00,26/02/2025 @ 11:00:00,Wednesday,"Mughal, Adil"
27,,MA34920 PRACTICAL 1,MA34920/P/1/01,Practical,PRACTICAL,LL-G3,26/02/2025 @ 10:00:00,26/02/2025 @ 12:00:00,Wednesday,"Cox, Simon"
27,,,"MA21510/L/2/01, MT21510/L/2/01",Lecture,LECTURE,MP-0.11,26/02/2025 @ 12:00:00,26/02/2025 @ 13:00:00,Wednesday,"Mughal, Adil"
27,,FBaPS - FACULTY EXECUTIVE - GLENWEN MORGANS gsm,XS1/2 FBaPS EXEC JM MP-2.04,Booking,BOOKING,MP-2.04,27/02/2025 @ 09:00:00,27/02/2025 @ 11:00:00,Thursday,
27,,MA38310 LECTURE 2,MA38310/L/2/01,Lecture,LECTURE,MP-3.05,27/02/2025 @ 09:00:00,27/02/2025 @ 10:00:00,Thursday,"Evans, Gwion"
27,,MA26620 LECTURE 2,MA26620/L/2/01,Lecture,LECTURE,VC-B1.07,27/02/2025 @ 10:00:00,27/02/2025 @ 11:00:00,Thursday,"Vellender, Adam"
27,,,"MA32410/L/3/01, MT32410/L/3/01",Lecture,LECTURE,LL-C64,27/02/2025 @ 10:00:00,27/02/2025 @ 11:00:00,Thursday,"Evans, Gwion"
27,,MA34920 LECTURE 1,MA34920/L/1/01,Lecture,LECTURE,EL-1.16,27/02/2025 @ 11:00:00,27/02/2025 @ 12:00:00,Thursday,"Cox, Simon"
27,,,"MA21410/L/2/01, MT21410/L/2/01",Lecture,LECTURE,MP-0.11,27/02/2025 @ 11:00:00,27/02/2025 @ 12:00:00,Thursday,"Douglas, Robert"
27,,MT25220 TUTORIAL 1,MT25220/T/1/01,Tutorial,TUTORIAL,MP-3.02,27/02/2025 @ 12:00:00,27/02/2025 @ 13:00:00,Thursday,"Davies, Tudur"
27,,MA03610 LECTURE 2,MA03610/L/2/01,Lecture,LECTURE,MP-3.02,27/02/2025 @ 13:00:00,27/02/2025 @ 14:00:00,Thursday,"Peck, Daniel"
27,,MT21510 TUTORIAL 1,MT21510/T/1/01,Tutorial,TUTORIAL,MP-3.05,27/02/2025 @ 13:00:00,27/02/2025 @ 14:00:00,Thursday,"Davies, Tudur"
27,,,"MA11210/L/2/01, MT11210/L/2/01",Lecture,LECTURE,MP-0.11,27/02/2025 @ 13:00:00,27/02/2025 @ 14:00:00,Thursday,"Vellender, Adam"
27,,,"MA35210/S/1/01, MAM5220/S/1/01, PGM0910/S/1/01",Seminar,SEMINAR,HO-C4,27/02/2025 @ 13:00:00,27/02/2025 @ 14:00:00,Thursday,"Kenobi, Kim;<br>Lutkins, Sylvia"
27,,MA26620 PRACTICAL 2,MA26620/P/2/01,Practical,PRACTICAL,MP-3.03,27/02/2025 @ 14:00:00,27/02/2025 @ 16:00:00,Thursday,"Kenobi, Kim;<br>Jones, Patience;<br>Vellender, Adam"
